,sr_no,title,no_of_rows,no_of_columns,no_of_numerical_columns,no_of_string_columns,column_types,percent_unique_values_total,percent_unique_values_numeric,percent_unique_values_string,percent_null_values_total,percent_null_values_numeric,percent_null_values_string,unique_values,null_values,column_headers,modified_date,available_formats
281,281,City of Pittsburgh Pools,28,17,11,6,"['N', 'S', 'S', 'N', 'S', 'N', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'N']",64.28571428571429,62.33766233766234,67.85714285714286,7.773109243697479,12.012987012987013,0.0,"[28, 28, 2, 1, 3, 18, 28, 26, 9, 21, 27, 5, 21, 6, 27, 28, 28]","[0, 0, 0, 28, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['id' 'name' 'type' 'retired' 'water_source' 'capacity' 'image'
 'neighborhood' 'council_district' 'ward' 'tract' 'public_works_division'
 'pli_division' 'police_zone' 'fire_zone' 'latitude' 'longitude']","January 10, 2018","['CSV', 'application/vnd.geo+json', 'CSV']"
282,282,FY2019 Revenue Budget,1386,11,4,7,"['N', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S']",15.099042371769645,36.74242424242424,2.7313955885384456,0.0,0.0,0.0,"[8, 23, 48, 16, 175, 548, 489, 992, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal Year' 'Service' 'Department' 'Program' 'Expense Category'
 'Recommended Amount' 'Approved Amount' 'Actual Amount' 'Fund' 'Fund Type'
 'Expense Type']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
283,283,Energy Exports,6,3,1,2,"['N', 'S', 'S']",61.111111111111114,100.0,41.66666666666667,0.0,0.0,0.0,"[6, 3, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
284,284,Pittsburgh Beautify The Burgh,54,6,3,3,"['N', 'S', 'S', 'S', 'N', 'N']",58.0246913580247,68.51851851851852,47.53086419753087,0.0,0.0,0.0,"[54, 48, 4, 25, 9, 48]","[0, 0, 0, 0, 0, 0]",['OBJECTID' 'Group_' 'Partner' 'Neighborhood' 'Council' 'IDNumber'],"March 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
285,285,Statewide Harvest,12,2,1,1,"['S', 'N']",91.66666666666666,83.33333333333334,100.0,0.0,0.0,0.0,"[12, 10]","[0, 0]",['ESU' '% Success'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
286,286,Snake Complete,8,10,9,1,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",76.25,83.33333333333334,12.5,0.0,0.0,0.0,"[1, 8, 8, 6, 8, 5, 8, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Region' 'Year' 'Riparian Acres Treated' 'Riparian Acre Projects'
 'Riparian Miles Treated' 'Riparian Mile Projects' 'Stream Miles Opened'
 'Stream Mile Projects' 'Barriers Removed/Altered' 'Barrier Projects']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
287,287,Warning Sirens,177,9,4,5,"['S', 'N', 'S', 'S', 'S', 'N', 'S', 'N', 'N']",62.90018832391714,37.71186440677966,83.05084745762711,6.52856246076585,6.9209039548022595,6.214689265536723,"[177, 129, 177, 177, 169, 121, 35, 8, 9]","[0, 49, 0, 0, 8, 0, 47, 0, 0]","['the_geom' 'PERMANENT_' 'SIRENNUMBE' 'SIRENNAME' 'LOCATION' 'STATEID'
 'SIRENTYPE' 'DB' 'BUFFER']","February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
288,288,Total Bills Vs Estimated Bill at LADWP,61,4,2,2,"['S', 'N', 'N', 'S']",97.1311475409836,98.36065573770492,95.90163934426229,0.0,0.0,0.0,"[61, 60, 60, 56]","[0, 0, 0, 0]","['Month' 'Number of Estimated Bills'
 'Total Bills (including Estimated Bills)' 'Estimated Bill Percentage']","March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
289,289,DBEDT Hawaii Annual Electricity Consumption,6,6,6,0,"['N', 'N', 'N', 'N', 'N', 'N']",97.22222222222221,97.22222222222221,0.0,0.0,0.0,0.0,"[6, 6, 5, 6, 6, 6]","[0, 0, 0, 0, 0, 0]","['Year' 'City and County of Honolulu Annual Electricity Consumption (GWhs)'
 'Maui County Annual Electricity Consumption (GWhs)'
 'Hawaii County Annual Electricity Consumption (GWhs)'
 'Kauai County Annual Electricity Consumption (GWhs)' 'Total']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
290,290,PWS SRC Well Depth And Source Cap,985,23,10,13,"['S', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'S', 'N', 'N', 'S', 'S', 'S']",17.214742882365925,5.847715736040609,25.95860991800078,1.4213197969543148,0.3756345177664975,2.225693088637251,"[3, 899, 898, 11, 486, 3, 3, 59, 46, 30, 4, 37, 8, 66, 154, 58, 72, 21, 42, 38, 65, 12, 885]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 37, 2, 84, 52]","['F' 'WS ID' 'WS Name' 'SrcNum' 'SrcName' 'SrcType' 'SrcUse' 'WRIA Num'
 'WellDepth' 'Src_Capacity' 'Susceptibility' 'County' 'Ownership'
 'FT ResPop' 'MaxTotalPop' 'ResConn' 'Total Conn' 'Qtr/Qtr' 'Township'
 'Section' 'Range' 'LatLongMethod' 'Location 1']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
291,291,Daily Vehicle Miles Travelled By Town And Roadway Classification,169,18,15,3,"['N', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",65.318869165023,70.84812623274162,37.67258382642998,0.0,0.0,0.0,"[169, 169, 8, 14, 66, 69, 68, 73, 114, 119, 145, 148, 160, 169, 79, 79, 169, 169]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Town Num' 'Town' 'County' 'Region' 'Interstate Miles' 'Interstate DVMT'
 'Freeway Miles' 'Freeway DVMT' 'Principal Arterial Miles'
 'Principal Arterial DVMT' 'Minor Arterial Miles' 'Minor Arterial DVMT'
 'Major ColelctorMiles' 'Major Collector DVMT' 'Minor Collector Miles'
 'Minor Collector DVMT' 'Local Miles' 'Local DVMT']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
292,292,City Of Somerville Weekly Payroll Gross Wages Over 50K_2015,639,64,61,3,"['S', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",10.849471830985916,8.902229405577362,50.443401147626496,82.62666275430361,86.68257266733369,0.1564945226917058,"[634, 41, 292, 629, 22, 11, 6, 3, 1, 4, 81, 2, 4, 215, 187, 110, 22, 6, 2, 3, 1, 2, 2, 42, 115, 82, 6, 141, 2, 1, 44, 2, 4, 469, 99, 2, 5, 420, 15, 23, 2, 2, 8, 16, 9, 5, 23, 5, 2, 232, 1, 4, 23, 1, 1, 105, 77, 80, 70, 3, 7, 6, 1, 2]","[0, 3, 0, 0, 599, 473, 609, 637, 639, 488, 551, 630, 633, 419, 380, 528, 597, 634, 632, 637, 639, 630, 633, 598, 509, 537, 487, 343, 638, 639, 554, 637, 633, 168, 541, 638, 635, 0, 616, 617, 638, 638, 632, 619, 609, 611, 617, 518, 518, 295, 639, 615, 431, 639, 639, 502, 563, 560, 570, 632, 628, 620, 639, 638]","['Name' 'Dept Name' 'Title' 'Total Gross' '5/2 BB' 'Perf Att' 'Auto Allow'
 'BirthdayNR' 'Bereave' 'Clothing' 'Court Time' 'CPR' 'Defib Pay' 'Detail'
 'Shift Diff' 'DT' 'Educ Inc' 'Elect Pay' 'EMD' 'EMT' 'Ex Other'
 'Fluen Bon' 'FSD' 'Gas Allowance' 'O/G' 'Grant OT' 'Haz Duty' 'Hol'
 'Jury Duty' 'Matron Pay' 'Meals' 'Master FAO' 'Master FF' 'OT' 'OT2'
 'OtherNR' 'Personal' 'Reg' 'Retro' 'RetroNR' 'SickBank' 'Sick'
 'Sick Buy Back' 'StipR' 'StipNR' 'Uniform' 'Vacation' 'Weapons' 'WMD'
 'Extra Hol NR' 'HLS' 'Senior Longevity' 'Longevity' 'Adm Leave' 'Furlough'
 'Training OT' 'Snow OT' 'Snow OT2' 'Snow DT' 'Gym Reim' 'OptI' 'OptF'
 'No Pay' 'Trans']","February 14, 2018","['CSV', 'RDF', 'JSON', 'XML']"
293,293,Mental Health Reentry Programs Participant,7,3,1,2,"['N', 'S', 'S']",66.66666666666666,100.0,50.0,0.0,0.0,0.0,"[7, 5, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
294,294,Somerville 2011 5-year ACS Statistics,18,10,9,1,"['N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",96.11111111111111,95.67901234567901,100.0,0.0,0.0,0.0,"[18, 18, 18, 18, 18, 16, 15, 18, 16, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['GEO.id2' 'GEO.display-label' 'Population over 16' 'Median HH Income'
 'Mean HH Income' 'Food Stamps/SNAP' '% Food Stamps/SNAP'
 '% below poverty line' '% High School Grad or Higher'
 '% Bachelors or Higher']","February 14, 2018","['CSV', 'RDF', 'JSON', 'XML']"
295,295,Water Resource Inventory Areas (WRIA)  -- Washington State,1020,4,3,1,"['S', 'N', 'N', 'N']",50.857843137254896,34.47712418300654,100.0,0.0,0.0,0.0,"[1020, 34, 1, 1020]","[0, 0, 0, 0]",['the_geom' 'ARC_MDFC_D' 'SDE_SDE_WR' 'Shape_Leng'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'JSON', '2 more in dataset']"
296,296,3 -- Government $$ By Year,14,6,6,0,"['N', 'N', 'N', 'N', 'N', 'N']",92.85714285714286,92.85714285714286,0.0,0.0,0.0,0.0,"[14, 8, 14, 14, 14, 14]","[0, 0, 0, 0, 0, 0]","['Year' 'State -- All' 'Local -- All' 'Federal -- All' 'Total'
 'Cumulative Total']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
297,297,Allegheny County-Owned Roads Centerlines,367,15,2,13,"['N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S']",55.821980018165306,100.0,49.025361559421505,0.16348773841961853,0.0,0.1886396981764829,"[367, 366, 271, 16, 301, 290, 366, 343, 2, 367, 367, 3, 3, 8, 3]","[0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 1, 0, 2]","['OBJECTID_1' 'RouteID' 'LegalName' 'Type' 'LocalName' 'LegacyID' 'RouteNo'
 'FacilityID' 'Department' 'Shape__Length' 'GlobalID' 'CreationDate'
 'Creator' 'EditDate' 'Editor']","February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
298,298,Lake Contours,8426,6,5,1,"['N', 'N', 'N', 'S', 'N', 'N']",34.36585172877601,40.714455257536194,2.6228340849750773,0.0019780045889706463,0.0023736055067647755,0.0,"[8426, 75, 223, 221, 3, 8426]","[0, 1, 0, 0, 0, 0]",['OBJECTID' 'CONTOUR' 'LAKE' 'LAKE_NAME' 'CONTOURINTERVAL' 'SHAPE.LEN'],"April 28, 2019","['data', 'rest', 'CSV', 'XML']"
299,299,Elk Hunting Units,6,5,3,2,"['N', 'S', 'S', 'N', 'N']",83.33333333333334,100.0,58.333333333333336,0.0,0.0,0.0,"[6, 2, 5, 6, 6]","[0, 0, 0, 0, 0]",['OBJECTID' 'UNIT_TYPE' 'UNIT_ID' 'SHAPE.AREA' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'XML']"
300,300,Bighorn Sheep Hunting Units,3,5,3,2,"['N', 'S', 'S', 'N', 'N']",86.66666666666667,100.0,66.66666666666666,0.0,0.0,0.0,"[3, 1, 3, 3, 3]","[0, 0, 0, 0, 0]",['OBJECTID' 'UNIT_TYPE' 'UNIT_ID' 'SHAPE.AREA' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'XML']"
301,301,"Household Population Projections for Non-Hispanic White and All Other by Age, Sex and Race",3000,22,20,2,"['S', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",60.57121212121213,66.56166666666667,0.6666666666666667,0.0,0.0,0.0,"[25, 8, 15, 2195, 2190, 2230, 2188, 2139, 2154, 2150, 2196, 2178, 2153, 2152, 2133, 2099, 2000, 1933, 1784, 1616, 1540, 2899]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Jurisdiction' 'Year' 'Category ' '0-4' '5-9' '10-14' '15-19' '20-24'
 '25-29' '30-34' '35-39' '40-44' '45-49' '50-54' '55-59' '60-64' '65-69'
 '70-74' '75-79' '80-84' '85+' 'Total']","March 18, 2019","['CSV', 'RDF', 'JSON', 'XML']"
302,302,Maryland Statewide Federal Lands,786,8,5,3,"['S', 'N', 'N', 'S', 'S', 'N', 'N', 'N']",77.03562340966921,99.9236641221374,38.88888888888889,0.0,0.0,0.0,"[786, 786, 783, 119, 12, 786, 786, 786]","[0, 0, 0, 0, 0, 0, 0, 0]",['the_geom' 'SWPLFE_' 'SWPLFE_ID' 'NAME' 'TYPE' 'Perimeter' 'Area' 'Acres'],"March 18, 2019","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
303,303,Statewide DNR Lands and Conservation Easements,2231,16,7,9,"['S', 'S', 'N', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'N']",23.98027790228597,32.00998911442659,17.734946959509937,2.4036306588973555,0.04482294935006724,4.238258877434135,"[2231, 23, 262, 857, 262, 24, 261, 17, 6, 139, 2, 3, 4, 7, 2231, 2231]","[0, 0, 0, 8, 0, 330, 7, 0, 101, 412, 0, 0, 0, 0, 0, 0]","['the_geom' 'COUNTY' 'CODE' 'LUNAME' 'DNRNAME' 'MANAGEDBY' 'BASECODE'
 'DESIG' 'REGION' 'WEBLINK' 'LandIntere' 'DNRPCT_O' 'DNRPCT_M' 'LABEL'
 'GISACRES' 'GISMILES']","March 18, 2019","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
304,304,Rural Legacy Properties,817,26,12,14,"['S', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'N', 'N', 'N', 'N', 'N']",49.435081442425385,80.4671562627499,22.836160167861514,8.81743715281047,3.886168910648715,13.044238503234832,"[817, 774, 774, 119, 290, 28, 775, 1, 324, 5, 13, 817, 817, 817, 2, 13, 23, 158, 501, 34, 23, 745, 499, 498, 817, 817]","[0, 0, 0, 0, 0, 709, 0, 0, 379, 404, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the_geom' 'sde101db_s' 'perimeter' 'map' 'parcel' 'lot' 'acctid' 'status'
 'notes' 'p_o_parcel' 'propvw_yr' 'xcent' 'ycent' 'gisacres' 'tea'
 'tribbasin' 'cnty' 'bpwdate' 'bpwamount' 'rlarea' 'county' 'mpvacres'
 'acres' 'acresprj' 'shape_Leng' 'shape_Area']","March 18, 2019","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
305,305,Statewide Private Conservation Lands,242,20,9,11,"['S', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'S', 'S', 'N', 'N', 'S', 'S']",30.619834710743802,36.82277318640955,25.544703230653642,30.537190082644628,44.16896235078053,19.383921863260706,"[242, 108, 12, 242, 15, 85, 3, 141, 2, 3, 3, 3, 1, 167, 5, 23, 3, 239, 176, 9]","[0, 114, 3, 0, 0, 0, 50, 0, 240, 240, 240, 240, 242, 0, 50, 0, 0, 0, 50, 9]","['the_geom' 'COMMENTS' 'PRI_CON_GP' 'AREA' 'OWNER' 'AREA_NAME' 'TNC_INTRST'
 'DATE_CONSV' 'CITATION' 'ACCTID' 'MAP' 'PARCEL' 'LOT' 'LEGAL_ACRE'
 'MD_Intenti' 'COUNTY' 'MPV_ACRES' 'GIS_ACRES' 'CLS_TRACTN' 'WebLink']","March 18, 2019","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
306,306,Active Permits,17650,23,9,14,"['N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'N', 'N']",32.25397216405961,50.61882278879446,20.447996762444355,3.09767212710925,0.07932011331444759,5.03804127883448,"[17650, 17622, 14, 14, 1, 1537, 6, 35, 50, 2835, 3095, 2853, 13786, 84, 1, 40, 13131, 12669, 27, 70, 17267, 14074, 14074]","[0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 12, 12, 78, 12273, 98, 12, 12]","['ID' 'PERMITNUMBER' 'PERMITTYPE' 'PERMITTYPEKEY' 'STATUS' 'CONTRACTOR'
 'CATEGORYNAME' 'WORKTYPE' 'ZONING' 'SQUAREFEET' 'PERMITFEE' 'PROJECTCOSTS'
 'ADDRESS' 'CITY' 'STATE' 'ZIPCODE' 'GPSX' 'GPSY' 'DISTRICT' 'NEIGHBORHOOD'
 'ISSUEDATE' 'Latitude' 'Longitude']","March 29, 2019",['CSV']
307,307,MIZOD,7,4,2,2,"['S', 'S', 'N', 'N']",89.28571428571429,100.0,78.57142857142857,0.0,0.0,0.0,"[7, 4, 7, 7]","[0, 0, 0, 0]",['the_geom' 'MIZOD_area' 'AreaSqFt' 'Area_Acre'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
308,308,Lane-Mile Road Conditions,7,3,3,0,"['N', 'N', 'N']",66.66666666666666,66.66666666666666,0.0,42.857142857142854,42.857142857142854,0.0,"[7, 5, 2]","[0, 3, 6]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
309,309,Soil Conservation Districts,55,6,4,2,"['N', 'S', 'N', 'S', 'N', 'N']",84.54545454545455,77.27272727272727,99.0909090909091,0.0,0.0,0.0,"[55, 55, 5, 54, 55, 55]","[0, 0, 0, 0, 0, 0]",['OBJECTID' 'PLAN_DIST' 'DIST_AREA' 'OFFICE_LOC' 'SHAPE.AREA' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
310,310,Paging Transmitter Sites,218,15,6,9,"['N', 'S', 'S', 'S', 'S', 'N', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'N']",20.611620795107033,24.617737003058103,17.940876656472987,31.13149847094801,53.44036697247706,16.258919469928646,"[218, 44, 30, 1, 2, 1, 8, 20, 54, 28, 58, 77, 106, 6, 21]","[0, 0, 4, 0, 12, 218, 203, 176, 102, 119, 0, 0, 0, 184, 0]","['OBJECTID' 'LOCCITY' 'LOCCOUNTY' 'LOCSTATE' 'NEPA' 'QZONE' 'TOWREG'
 'SUPSTRUC' 'ALLSTRUC' 'LIC_ID' 'LICENSEE' 'CALLSIGN' 'LOCADD' 'STRUCTYPE'
 'LOCNUM']","February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
311,311,Linear Geologic Features,10619,5,2,3,"['N', 'S', 'S', 'S', 'N']",40.030134664281,99.99058291741218,0.05650249552688577,0.0,0.0,0.0,"[10619, 6, 9, 3, 10617]","[0, 0, 0, 0, 0]",['OBJECTID' 'FEATURE1' 'FEATURE2' 'FEATURE3' 'SHAPE.LEN'],"February 27, 2019","['data', 'rest', 'CSV', 'HTML', 'XML']"
312,312,US Congressional Districts: California,53,3,2,1,"['S', 'N', 'N']",67.29559748427673,50.943396226415096,100.0,33.33333333333333,50.0,0.0,"[53, 53, 1]","[0, 0, 53]",['the_geom' 'Name' 'Descriptio'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
313,313,Allegheny County Pennsylvania Senate District Boundaries,5,7,3,4,"['N', 'N', 'N', 'S', 'S', 'S', 'S']",80.0,100.0,65.0,0.0,0.0,0.0,"[5, 5, 5, 5, 5, 1, 2]","[0, 0, 0, 0, 0, 0, 0]",['FID' 'MSLINK' 'LEG_DISTRI' 'S_LASTNAME' 'S_FIRSTNAM' 'HOME_COUNT' 'PARTY'],"February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
314,314,Allegheny County WIC Vendor Locations,99,21,6,15,"['N', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N']",50.21645021645021,80.13468013468014,38.24915824915825,0.0,0.0,0.0,"[99, 3, 3, 48, 1, 92, 3, 92, 92, 92, 2, 3, 98, 80, 1, 53, 19, 80, 98, 32, 53]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['OBJECTID' 'Loc_name' 'Status' 'Score' 'Match_type' 'Match_addr' 'Side'
 'Ref_ID' 'X' 'Y' 'User_fld' 'Addr_type' 'ARC_Street' 'ARC_City'
 'ARC_State' 'ARC_ZIP' 'Name' 'Municipali' 'Address' 'Municipa_1'
 'ZipCodes']","February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
315,315,Pools,13,10,5,5,"['S', 'S', 'N', 'S', 'N', 'S', 'S', 'N', 'N', 'N']",56.15384615384615,30.76923076923077,81.53846153846153,30.0,60.0,0.0,"[13, 7, 10, 13, 7, 7, 13, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 13, 13, 13]","['name' 'type' 'zipCode' 'neighborhood' 'councilDistrict' 'policeDistrict'
 'Location 1' '2010 Census Neighborhoods' '2010 Census Wards Precincts'
 'Zip Codes']","May 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
316,316,tapsTracker,3763,10,1,9,"['N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",22.933829391443,39.06457613606165,21.141524197596482,1.3792187084772787,0.0,1.532465231641421,"[1470, 3552, 10, 2, 631, 500, 437, 1339, 688, 1]","[0, 0, 0, 0, 0, 101, 76, 342, 0, 0]","['Invoice #' 'Project Address / Work Address' 'Tap Size' 'Street Type'
 'Payment Posting Date' 'ROW Permit Applied Date' 'ROW Permit Issued Date'
 'Estimated Installation Date' 'Work Complete Date' 'Contact']","May 21, 2019","['CSV', 'RDF', 'JSON', 'XML']"
317,317,General Fund Unassigned Fund Balance  (Performance Measure 5.05),12,7,3,4,"['S', 'S', 'N', 'N', 'S', 'S', 'N']",83.33333333333334,88.88888888888889,79.16666666666666,2.380952380952381,0.0,4.166666666666666,"[12, 2, 12, 12, 12, 12, 8]","[0, 0, 0, 0, 1, 1, 0]","['Fiscal_Year' 'Type' 'FY_Start' 'FY_End' 'General_Fund_Revenue'
 'General_Fund_Unassigned_Fund_Balance' 'Ratio_of_Fund_Balance_to_Revenue']","May 3, 2019",['CSV']
318,318,Allegheny County Map Index Grid,1361,7,7,0,"['N', 'N', 'N', 'N', 'N', 'N', 'N']",99.98950351632203,99.98950351632203,0.0,0.01049648367796788,0.01049648367796788,0.0,"[1361, 1361, 1360, 1361, 1361, 1361, 1361]","[0, 0, 0, 0, 0, 1, 0]",['FID' 'AREA' 'PERIMETER' 'INDEX_' 'INDEX_ID' 'TILE' 'TILENUM'],"February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP']"
319,319,School Improvement 2010 Grants,831,7,0,7,"['S', 'S', 'S', 'S', 'S', 'S', 'S']",54.94241017706722,0.0,54.94241017706722,1.3752793536187038,0.0,1.3752793536187038,"[821, 424, 50, 421, 652, 5, 823]","[0, 0, 0, 0, 74, 6, 0]","['School Name' 'City' 'State' 'District Name' '2010/11/Award Amount'
 'Model Selected' 'Location']","June 3, 2017",['CSV']
320,320,2017 State Employee Pay,76826,5,2,3,"['N', 'S', 'S', 'S', 'N']",32.1281857704423,35.112461926951816,30.138668332769285,0.0,0.0,0.0,"[1, 24, 2698, 66741, 53950]","[0, 0, 0, 0, 0]","['Calendar Year' 'Agency Name' 'Position Title' 'Employee Name'
 'YTD Gross Pay']","June 26, 2019","['CSV', 'RDF', 'JSON', 'XML']"
321,321,Children and Family Health & Well-Being (2010-2013),56,58,57,1,"['S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",79.09482758620689,78.72807017543859,100.0,0.0,0.0,0.0,"[56, 51, 55, 51, 54, 44, 50, 46, 48, 48, 49, 46, 45, 48, 52, 50, 53, 42, 45, 46, 46, 10, 12, 9, 8, 48, 46, 51, 30, 29, 28, 24, 30, 40, 47, 43, 48, 49, 49, 48, 32, 30, 26, 53, 53, 49, 52, 52, 53, 51, 55, 56, 55, 56, 55, 56, 55, 56]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Neighborhood' 'teenbir10' 'teenbir11' 'teenbir12' 'teenbir13' 'termbir10'
 'termbir11' 'termbir12' 'termbir13' 'birthwt10' 'birthwt11' 'birthwt12'
 'birthwt13' 'prenatal10' 'prenatal11' 'prenatal12' 'prenatal13'
 'leadtest10' 'leadtest11' 'leadtest12' 'leadtest13' 'ebl10' 'ebl11'
 'ebl12' 'ebl13' 'tanf11' 'tanf12' 'tanf13' 'liquor11' 'liquor12'
 'liquor13' 'fastfd11' 'fastfd13' 'hfai12' 'lifeexp11' 'lifeexp12'
 'lifeexp13' 'mort1_11' 'mort1_12' 'mort1_13' 'mort14_11' 'mort_14_12'
 'mort_14_13' 'mort24_11' 'mort24_12' 'mort24_13' 'mort44_11' 'mort44_12'
 'mort44_13' 'mort64_11' 'mort64_12' 'mort64_13' 'mort84_11' 'mort84_12'
 'mort84_13' 'mort85_11' 'mort85_12' 'mort85_13']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
